Epoch,Train_loss,Valid_loss
1,0.20494080068809645,1.422623246209696
2,0.13062026169627233,1.2449066233821213
3,0.11716200858774714,1.1026433506049216
4,0.10961517211245864,1.1481239390559494
5,0.1054015655098553,1.0346069291699678
6,0.10251397263482773,1.0499572494300082
7,0.10168205456514108,1.087241163244471
8,0.09978754034167842,0.9790105056017637
9,0.09841580370343045,1.0165899419225752
10,0.09717397077387213,1.0181591002037749
11,0.09669913617627961,1.0074166804552078
12,0.09529075058723303,1.0323212933726609
13,0.09462534074664564,1.084280454320833
14,0.0930767361830948,1.0116979039739817
15,0.09131574970354936,1.0290388292632997
16,0.09005704854748078,1.0229583985637873
17,0.09044135564279959,1.0410118917934597
18,0.0909849312786657,1.0247209498193115
19,0.08986685460755475,1.016312032705173
20,0.08946625476605014,1.0178813468664885
