Epoch,Train_loss,Valid_loss
1,0.19891142483148197,1.4162955687596248
2,0.1284379292132154,1.0287535254771893
3,0.11537947284019151,0.9853033483028412
4,0.10709403949156544,0.9141849678296309
5,0.10282468351688089,0.926663738489151
1,0.10154669677133614,0.8982426767165844
2,0.09976205924304865,0.9085269212722779
3,0.09650552457307243,0.9096030895526592
4,0.09548849278531281,0.9318505786932432
5,0.09471594068711087,0.9145643435991727
6,0.09325857689909342,0.9363371573961699
7,0.09311813462644872,0.9442521003576425
8,0.09145935139357482,0.9123197110799642
9,0.09088027455516005,0.9208082180756789
10,0.0906701778077473,0.9186019718647003
11,0.09021828441464969,0.9334101291803213
12,0.08974342581354741,0.9127422429048098
13,0.09041021673075447,0.9204305080267099
14,0.09027395261321813,0.9197728583445915
15,0.09013853210205187,0.9203247537979713
