Epoch,Train_loss,Valid_loss
1,0.2051851509282222,1.3426975758870443
2,0.12877172565517517,1.0774948891003926
3,0.11516358916862653,1.0067561233043671
4,0.10932790323948631,0.9686385651429494
5,0.10392820986990746,1.0224621625741324
6,0.10310324694101627,1.003749592701594
7,0.10163547211111738,1.1339957449833553
8,0.09795982859169061,1.0786823519070943
9,0.09673911891877651,1.0172965814669928
10,0.0955155539039809,0.9975656962394714
11,0.09443936688252366,1.024698897798856
12,0.0935563158387175,1.0012193010250727
13,0.09377557241286223,1.0068903962771099
14,0.09438727354774108,1.010678390065829
15,0.0932918664569465,1.0114881255229313
16,0.0929819987083857,0.99886976202329
17,0.09260779447996846,1.001677863796552
18,0.09414093191377246,1.0068569040298463
19,0.09323927856122072,1.005285544792811
20,0.09316448264826949,1.0033947441975275
