Epoch,Train_loss,Valid_loss
1,0.2020886490461741,1.5247360807198744
2,0.13169863951969507,1.1361356721474574
3,0.1168934470375828,0.9964605711973631
4,0.10946249370436884,0.981051302414674
5,0.10611932761195465,1.1156477737885255
6,0.10179907117186293,1.0606704647724445
7,0.10203506382929403,0.9078022076533391
8,0.10003192578977335,0.9647723610584552
9,0.09910857992460723,0.9537062998001392
10,0.09710205129563472,1.0384254262997554
11,0.09684134909634087,1.0268964391488296
12,0.09464518767264155,0.9721075433951157
13,0.09474383860742305,1.071945173923786
14,0.0936199566261692,0.9933813902047964
15,0.09351448093149846,0.9792230560229375
16,0.09258542926859271,0.9623995427901928
17,0.09273159752289455,0.9809301601006435
18,0.09285993714818622,0.9537972872073833
19,0.09189953157597568,0.9843822887310615
20,0.09254926702677642,0.9725807295395777
